All hps: 2023-07-11 23:10:50 model=pt_resnet dataset=mnist attack=square_l2 n_ex=10000 eps=0.05 p=0.05 n_iter=10000
Clean accuracy: 8.62%
Initial square side=5 for bumps
1: acc=8.48% acc_corr=98.38% avg#q_ae=1.0 med#q_ae=1.0 s=6->7, n_ex=862, 0s, loss=2.305, max_pert=0.1, impr=273
9356: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 325s, loss=1.437, max_pert=0.1, impr=5
9357: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 325s, loss=1.437, max_pert=0.1, impr=8
9358: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 325s, loss=1.437, max_pert=0.1, impr=1
9359: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 325s, loss=1.437, max_pert=0.1, impr=4
9360: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 325s, loss=1.437, max_pert=0.1, impr=3
9361: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 325s, loss=1.437, max_pert=0.1, impr=1
9362: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 325s, loss=1.437, max_pert=0.1, impr=1
9363: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 325s, loss=1.437, max_pert=0.1, impr=3
9364: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 325s, loss=1.437, max_pert=0.1, impr=2
9365: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 325s, loss=1.437, max_pert=0.1, impr=3
9366: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 325s, loss=1.437, max_pert=0.1, impr=0
9367: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 325s, loss=1.437, max_pert=0.1, impr=10
9368: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 325s, loss=1.437, max_pert=0.1, impr=2
9369: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 325s, loss=1.437, max_pert=0.1, impr=2
9370: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 325s, loss=1.437, max_pert=0.1, impr=2
9371: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 325s, loss=1.437, max_pert=0.1, impr=1
9372: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 326s, loss=1.437, max_pert=0.1, impr=5
9373: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 326s, loss=1.437, max_pert=0.1, impr=3
9374: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 326s, loss=1.437, max_pert=0.1, impr=3
9375: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 326s, loss=1.437, max_pert=0.1, impr=9
9376: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 326s, loss=1.437, max_pert=0.1, impr=4
9377: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 326s, loss=1.437, max_pert=0.1, impr=2
9378: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 326s, loss=1.437, max_pert=0.1, impr=5
9379: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 326s, loss=1.437, max_pert=0.1, impr=0
9380: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 326s, loss=1.437, max_pert=0.1, impr=5
9381: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 326s, loss=1.437, max_pert=0.1, impr=3
9382: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 326s, loss=1.437, max_pert=0.1, impr=3
9383: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 326s, loss=1.437, max_pert=0.1, impr=1
9384: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 326s, loss=1.437, max_pert=0.1, impr=5
9385: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 326s, loss=1.437, max_pert=0.1, impr=0
9386: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 326s, loss=1.437, max_pert=0.1, impr=5
9387: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 326s, loss=1.437, max_pert=0.1, impr=2
9388: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 326s, loss=1.437, max_pert=0.1, impr=3
9389: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 326s, loss=1.437, max_pert=0.1, impr=2
9390: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 326s, loss=1.437, max_pert=0.1, impr=4
9391: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 326s, loss=1.437, max_pert=0.1, impr=3
9392: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 326s, loss=1.437, max_pert=0.1, impr=1
9393: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 326s, loss=1.437, max_pert=0.1, impr=2
9394: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 326s, loss=1.437, max_pert=0.1, impr=1
9395: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 326s, loss=1.437, max_pert=0.1, impr=3
9396: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 326s, loss=1.437, max_pert=0.1, impr=6
9397: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 326s, loss=1.437, max_pert=0.1, impr=2
9398: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 326s, loss=1.437, max_pert=0.1, impr=1
9399: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 326s, loss=1.437, max_pert=0.1, impr=3
9400: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 326s, loss=1.437, max_pert=0.1, impr=0
9401: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 327s, loss=1.437, max_pert=0.1, impr=5
9402: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 327s, loss=1.437, max_pert=0.1, impr=2
9403: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 327s, loss=1.437, max_pert=0.1, impr=1
9404: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 327s, loss=1.437, max_pert=0.1, impr=5
9405: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 327s, loss=1.437, max_pert=0.1, impr=5
9406: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 327s, loss=1.437, max_pert=0.1, impr=3
9407: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 327s, loss=1.437, max_pert=0.1, impr=3
9408: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 327s, loss=1.437, max_pert=0.1, impr=4
9409: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 327s, loss=1.437, max_pert=0.1, impr=1
9410: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 327s, loss=1.437, max_pert=0.1, impr=2
9411: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 327s, loss=1.437, max_pert=0.1, impr=1
9412: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 327s, loss=1.437, max_pert=0.1, impr=1
9413: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 327s, loss=1.437, max_pert=0.1, impr=5
9414: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 327s, loss=1.437, max_pert=0.1, impr=6
9415: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 327s, loss=1.437, max_pert=0.1, impr=4
9416: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 327s, loss=1.437, max_pert=0.1, impr=0
9417: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 327s, loss=1.437, max_pert=0.1, impr=2
9418: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 327s, loss=1.437, max_pert=0.1, impr=4
9419: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 327s, loss=1.437, max_pert=0.1, impr=3
9420: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 327s, loss=1.437, max_pert=0.1, impr=3
9421: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 327s, loss=1.437, max_pert=0.1, impr=2
9422: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 327s, loss=1.437, max_pert=0.1, impr=6
9423: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 327s, loss=1.437, max_pert=0.1, impr=2
9424: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 327s, loss=1.437, max_pert=0.1, impr=2
9425: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 327s, loss=1.437, max_pert=0.1, impr=1
9426: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 327s, loss=1.437, max_pert=0.1, impr=5
9427: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 327s, loss=1.437, max_pert=0.1, impr=2
9428: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 327s, loss=1.436, max_pert=0.1, impr=4
9429: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 327s, loss=1.436, max_pert=0.1, impr=2
9430: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 327s, loss=1.436, max_pert=0.1, impr=0
9431: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 328s, loss=1.436, max_pert=0.1, impr=6
9432: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 328s, loss=1.436, max_pert=0.1, impr=1
9433: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 328s, loss=1.436, max_pert=0.1, impr=3
9434: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 328s, loss=1.436, max_pert=0.1, impr=2
9435: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 328s, loss=1.436, max_pert=0.1, impr=7
9436: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 328s, loss=1.436, max_pert=0.1, impr=2
9437: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 328s, loss=1.436, max_pert=0.1, impr=1
9438: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 328s, loss=1.436, max_pert=0.1, impr=2
9439: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 328s, loss=1.436, max_pert=0.1, impr=1
9440: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 328s, loss=1.436, max_pert=0.1, impr=9
9441: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 328s, loss=1.436, max_pert=0.1, impr=4
9442: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 328s, loss=1.436, max_pert=0.1, impr=2
9443: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 328s, loss=1.436, max_pert=0.1, impr=1
9444: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 328s, loss=1.436, max_pert=0.1, impr=3
9445: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 328s, loss=1.436, max_pert=0.1, impr=2
9446: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 328s, loss=1.436, max_pert=0.1, impr=2
9447: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 328s, loss=1.436, max_pert=0.1, impr=5
9448: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 328s, loss=1.436, max_pert=0.1, impr=6
9449: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 328s, loss=1.436, max_pert=0.1, impr=3
9450: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 328s, loss=1.436, max_pert=0.1, impr=5
9451: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 328s, loss=1.436, max_pert=0.1, impr=6
9452: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 328s, loss=1.436, max_pert=0.1, impr=11
9453: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 328s, loss=1.436, max_pert=0.1, impr=4
9454: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 328s, loss=1.436, max_pert=0.1, impr=2
9455: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 328s, loss=1.436, max_pert=0.1, impr=4
9456: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 328s, loss=1.436, max_pert=0.1, impr=0
9457: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 328s, loss=1.436, max_pert=0.1, impr=0
9458: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 328s, loss=1.436, max_pert=0.1, impr=4
9459: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 328s, loss=1.436, max_pert=0.1, impr=6
9460: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 328s, loss=1.436, max_pert=0.1, impr=3
9461: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 329s, loss=1.436, max_pert=0.1, impr=1
9462: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 329s, loss=1.436, max_pert=0.1, impr=2
9463: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 329s, loss=1.436, max_pert=0.1, impr=3
9464: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 329s, loss=1.436, max_pert=0.1, impr=4
9465: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 329s, loss=1.436, max_pert=0.1, impr=1
9466: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 329s, loss=1.436, max_pert=0.1, impr=2
9467: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 329s, loss=1.436, max_pert=0.1, impr=5
9468: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 329s, loss=1.436, max_pert=0.1, impr=4
9469: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 329s, loss=1.436, max_pert=0.1, impr=3
9470: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 329s, loss=1.436, max_pert=0.1, impr=7
9471: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 329s, loss=1.436, max_pert=0.1, impr=2
9472: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 329s, loss=1.436, max_pert=0.1, impr=2
9473: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 329s, loss=1.436, max_pert=0.1, impr=3
9474: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 329s, loss=1.436, max_pert=0.1, impr=3
9475: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 329s, loss=1.436, max_pert=0.1, impr=2
9476: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 329s, loss=1.436, max_pert=0.1, impr=3
9477: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 329s, loss=1.436, max_pert=0.1, impr=3
9478: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 329s, loss=1.436, max_pert=0.1, impr=3
9479: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 329s, loss=1.436, max_pert=0.1, impr=4
9480: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 329s, loss=1.436, max_pert=0.1, impr=2
9481: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 329s, loss=1.436, max_pert=0.1, impr=3
9482: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 329s, loss=1.436, max_pert=0.1, impr=5
9483: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 329s, loss=1.436, max_pert=0.1, impr=4
9484: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 329s, loss=1.436, max_pert=0.1, impr=8
9485: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 329s, loss=1.436, max_pert=0.1, impr=2
9486: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 329s, loss=1.436, max_pert=0.1, impr=0
9487: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 329s, loss=1.436, max_pert=0.1, impr=10
9488: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 329s, loss=1.436, max_pert=0.1, impr=2
9489: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 329s, loss=1.436, max_pert=0.1, impr=7
9490: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 330s, loss=1.436, max_pert=0.1, impr=1
9491: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 330s, loss=1.436, max_pert=0.1, impr=4
9492: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 330s, loss=1.436, max_pert=0.1, impr=5
9493: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 330s, loss=1.436, max_pert=0.1, impr=5
9494: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 330s, loss=1.436, max_pert=0.1, impr=4
9495: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 330s, loss=1.436, max_pert=0.1, impr=3
9496: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 330s, loss=1.436, max_pert=0.1, impr=2
9497: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 330s, loss=1.436, max_pert=0.1, impr=0
9498: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 330s, loss=1.436, max_pert=0.1, impr=3
9499: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 330s, loss=1.436, max_pert=0.1, impr=1
9500: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 330s, loss=1.436, max_pert=0.1, impr=4
9501: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 330s, loss=1.436, max_pert=0.1, impr=6
9502: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 330s, loss=1.436, max_pert=0.1, impr=3
9503: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 330s, loss=1.436, max_pert=0.1, impr=2
9504: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 330s, loss=1.436, max_pert=0.1, impr=4
9505: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 330s, loss=1.436, max_pert=0.1, impr=1
9506: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 330s, loss=1.436, max_pert=0.1, impr=1
9507: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 330s, loss=1.436, max_pert=0.1, impr=5
9508: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 330s, loss=1.436, max_pert=0.1, impr=3
9509: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 330s, loss=1.436, max_pert=0.1, impr=7
9510: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 330s, loss=1.436, max_pert=0.1, impr=2
9511: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 330s, loss=1.436, max_pert=0.1, impr=2
9512: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 330s, loss=1.436, max_pert=0.1, impr=1
9513: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 330s, loss=1.436, max_pert=0.1, impr=1
9514: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 330s, loss=1.436, max_pert=0.1, impr=4
9515: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 330s, loss=1.436, max_pert=0.1, impr=5
9516: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 330s, loss=1.436, max_pert=0.1, impr=3
9517: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 330s, loss=1.436, max_pert=0.1, impr=1
9518: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 330s, loss=1.436, max_pert=0.1, impr=1
9519: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 330s, loss=1.436, max_pert=0.1, impr=1
9520: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 331s, loss=1.436, max_pert=0.1, impr=4
9521: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 331s, loss=1.436, max_pert=0.1, impr=5
9522: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 331s, loss=1.436, max_pert=0.1, impr=3
9523: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 331s, loss=1.436, max_pert=0.1, impr=0
9524: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 331s, loss=1.436, max_pert=0.1, impr=7
9525: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 331s, loss=1.436, max_pert=0.1, impr=4
