All hps: 2023-07-11 23:21:39 model=pt_resnet dataset=mnist attack=square_l2 n_ex=100 eps=0.05 p=0.05 n_iter=10000
Clean accuracy: 9.00%
Initial square side=5 for bumps
1: acc=9.00% acc_corr=100.00% avg#q_ae=nan med#q_ae=nan s=6->7, n_ex=9, 0s, loss=2.409, max_pert=0.0, impr=3
1474: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 8s, loss=1.907, max_pert=0.0, impr=0
1475: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 8s, loss=1.907, max_pert=0.1, impr=0
1476: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 8s, loss=1.907, max_pert=0.1, impr=0
1477: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 8s, loss=1.907, max_pert=0.1, impr=0
1478: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 8s, loss=1.907, max_pert=0.0, impr=0
1479: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 8s, loss=1.907, max_pert=0.0, impr=1
1480: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 8s, loss=1.907, max_pert=0.0, impr=0
1481: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 8s, loss=1.907, max_pert=0.1, impr=0
1482: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 8s, loss=1.907, max_pert=0.1, impr=1
1483: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 8s, loss=1.907, max_pert=0.0, impr=0
1484: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 8s, loss=1.907, max_pert=0.1, impr=1
1485: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 8s, loss=1.907, max_pert=0.1, impr=0
1486: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 8s, loss=1.907, max_pert=0.0, impr=1
1487: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 8s, loss=1.906, max_pert=0.0, impr=1
1488: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.906, max_pert=0.0, impr=0
1489: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.906, max_pert=0.1, impr=0
1490: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.906, max_pert=0.0, impr=0
1491: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.906, max_pert=0.1, impr=0
1492: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.906, max_pert=0.1, impr=0
1493: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.906, max_pert=0.1, impr=0
1494: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.906, max_pert=0.1, impr=1
1495: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.906, max_pert=0.0, impr=0
1496: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.906, max_pert=0.1, impr=0
1497: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.906, max_pert=0.0, impr=0
1498: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.906, max_pert=0.0, impr=2
1499: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.906, max_pert=0.0, impr=1
1500: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.906, max_pert=0.0, impr=0
1501: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.906, max_pert=0.1, impr=0
1502: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.906, max_pert=0.1, impr=1
1503: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.906, max_pert=0.1, impr=1
1504: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.906, max_pert=0.0, impr=1
1505: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.906, max_pert=0.1, impr=1
1506: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.906, max_pert=0.1, impr=0
1507: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.906, max_pert=0.0, impr=0
1508: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.906, max_pert=0.0, impr=0
1509: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.0, impr=1
1510: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.0, impr=0
1511: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.0, impr=0
1512: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.0, impr=1
1513: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.0, impr=0
1514: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.1, impr=0
1515: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.0, impr=0
1516: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.0, impr=0
1517: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.0, impr=0
1518: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.0, impr=0
1519: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.1, impr=0
1520: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.1, impr=0
1521: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.0, impr=0
1522: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.0, impr=0
1523: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.0, impr=0
1524: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.1, impr=0
1525: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.1, impr=0
1526: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.0, impr=0
1527: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.0, impr=0
1528: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.0, impr=0
1529: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.1, impr=0
1530: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.0, impr=1
1531: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.0, impr=0
1532: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.0, impr=0
1533: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.1, impr=1
1534: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.1, impr=0
1535: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.0, impr=0
1536: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.1, impr=0
1537: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.1, impr=0
1538: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.1, impr=0
1539: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.0, impr=0
1540: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.0, impr=0
1541: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.1, impr=0
1542: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.1, impr=1
1543: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.0, impr=0
1544: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.1, impr=0
1545: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.0, impr=1
1546: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.0, impr=0
1547: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.0, impr=0
1548: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.1, impr=0
1549: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.0, impr=0
1550: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.1, impr=0
1551: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.0, impr=0
1552: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.1, impr=0
1553: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.1, impr=0
1554: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.0, impr=0
1555: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.0, impr=0
1556: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.1, impr=1
1557: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.1, impr=0
1558: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.1, impr=0
1559: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.1, impr=0
1560: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.1, impr=0
1561: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.1, impr=1
1562: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.905, max_pert=0.0, impr=0
1563: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.1, impr=1
1564: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.0, impr=0
1565: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.0, impr=1
1566: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.1, impr=0
1567: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.1, impr=0
1568: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.0, impr=0
1569: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.0, impr=0
1570: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.0, impr=1
1571: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.1, impr=0
1572: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.0, impr=0
1573: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.0, impr=0
1574: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.1, impr=0
1575: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.1, impr=0
1576: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.1, impr=0
1577: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.0, impr=0
1578: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.1, impr=0
1579: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.1, impr=0
1580: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.1, impr=0
1581: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.1, impr=1
1582: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.0, impr=0
1583: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.1, impr=0
1584: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.1, impr=0
1585: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.1, impr=0
1586: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.0, impr=0
1587: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.0, impr=0
1588: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.0, impr=0
1589: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.0, impr=0
1590: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.1, impr=0
1591: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.0, impr=0
1592: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.1, impr=0
1593: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.0, impr=0
1594: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.0, impr=0
1595: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.1, impr=0
1596: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.0, impr=0
1597: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.0, impr=0
1598: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.1, impr=0
1599: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.1, impr=0
1600: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.0, impr=0
1601: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.0, impr=0
1602: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.0, impr=0
1603: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.1, impr=0
1604: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.1, impr=0
1605: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.1, impr=1
1606: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.0, impr=0
1607: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.1, impr=0
1608: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.904, max_pert=0.1, impr=1
1609: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.898, max_pert=0.0, impr=2
1610: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.895, max_pert=0.0, impr=1
1611: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.895, max_pert=0.0, impr=0
1612: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.895, max_pert=0.1, impr=1
1613: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.895, max_pert=0.0, impr=0
1614: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.895, max_pert=0.1, impr=1
1615: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.895, max_pert=0.1, impr=0
1616: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.895, max_pert=0.1, impr=1
1617: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.895, max_pert=0.0, impr=0
1618: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.894, max_pert=0.0, impr=1
1619: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.894, max_pert=0.0, impr=0
1620: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.894, max_pert=0.0, impr=0
1621: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.894, max_pert=0.1, impr=0
1622: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.894, max_pert=0.0, impr=1
1623: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.894, max_pert=0.0, impr=0
1624: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.894, max_pert=0.1, impr=0
1625: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.894, max_pert=0.1, impr=0
1626: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.894, max_pert=0.0, impr=0
1627: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.894, max_pert=0.1, impr=1
1628: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.894, max_pert=0.1, impr=0
1629: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.894, max_pert=0.1, impr=0
1630: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.894, max_pert=0.0, impr=0
1631: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.894, max_pert=0.0, impr=0
1632: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.893, max_pert=0.0, impr=1
1633: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.893, max_pert=0.1, impr=0
1634: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.893, max_pert=0.1, impr=0
1635: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.893, max_pert=0.0, impr=1
1636: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.893, max_pert=0.1, impr=0
1637: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.893, max_pert=0.0, impr=0
1638: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.893, max_pert=0.0, impr=1
1639: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.893, max_pert=0.0, impr=0
1640: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.893, max_pert=0.0, impr=1
1641: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.893, max_pert=0.1, impr=1
1642: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.893, max_pert=0.0, impr=0
1643: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.893, max_pert=0.1, impr=0
